Course Name,University,Difficulty Level,Course Rating,Course URL,Skills
RESTful API with HTTP and JavaScript,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/restful-api-http-javascript,representational state transfer hypertext transfer protocol json interfaces project web page Javascript web application programming interfaces web api computer-science software-development
Professionalism in an era of change,Utrecht University,Beginner,4.7,https://www.coursera.org/learn/professionalism-in-an-era-of-change,bureaucracy social influence tacit knowledge leadership demand organizing (management) Professional Development experience leadership style motivation personal-development personal-development
Climate Adaptation for Human Health,Yale University,Beginner,4.7,https://www.coursera.org/learn/climateadaptation,climate change process analysis Scaling Strategy public health capacity building relative change and difference adaptation Planning life-sciences public-health
Physics 101 - Forces and Kinematics,Rice University,Advanced,2,https://www.coursera.org/learn/physics-101-forces-kinematics,Vector Calculus physics energy classical mechanics pointing device gesture graphs Framing spring Mechanical Engineering Electrical Engineering physical-science-and-engineering physics-and-astronomy
Print and Digital Elements of Design: Branding and User Experience,University of Colorado Boulder,Beginner,4.8,https://www.coursera.org/learn/designing-print-digital-media,Video Editing digital media typography Graphic Design Computer Graphics adobe photoshop Web Design Computer Architecture Color Theory experience arts-and-humanities history
Construction Project Management,Columbia University,Beginner,4.8,https://www.coursera.org/learn/construction-project-management,Leadership and Management Planning work breakdown structure Project Management project Construction Management schedule project planning Risk project plan business business-strategy
Parallel Programming in Java,Rice University,Intermediate,4.5,https://www.coursera.org/learn/parallel-programming-in-java,task parallelism Computer Programming dataflow Java Programming parallel computing unified parallel c data parallelism java concurrency parallel algorithm java (software platform) computer-science software-development
Digitalisation in the Aerospace Industry,Technische Universitï¿½t Mï¿½nchen (TUM),Advanced,4.4,https://www.coursera.org/learn/industry,Aerospace Engineering space station nastran spacecraft communication human factors and ergonomics automatic identification and data capture manufacturing process management digitizing robotics projects Industrial Engineering Industry Expertise physical-science-and-engineering mechanical-engineering
Business English: Networking,University of Washington,Advanced,4.7,https://www.coursera.org/learn/business-english-intro,social network Social Networking english language Business Communication language Writing Communication email Business Writing email writing language-learning learning-english
Chosen Issues in Holocaust History,Yad Vashem,Intermediate,4.3,https://www.coursera.org/learn/chosenissues,new forum nazi concentration camps holocaust nazism national trauma history delegitimisation nazi germany antisemitism supremacism arts-and-humanities history
Agile Meets Design Thinking,University of Virginia,Beginner,4.7,https://www.coursera.org/learn/uva-darden-getting-started-agile,user story agile management design thinking software User Experience Agile Software Development experience Software Engineering persona (user experience) Leadership and Management computer-science design-and-product
Econometrics: Methods and Applications,Erasmus University Rotterdam,Conversant,4.5,https://www.coursera.org/learn/erasmus-econometrics,Time Series analysis maximum likelihood estimation modeling Regression Analysis Regression linearity General Statistics linear regression Econometrics data-science probability-and-statistics
Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,Beginner,4.5,https://www.coursera.org/learn/cs-fundamentals-1,Data Structures memory management crt0 memory Algorithms pointer (computer programming) Computer Programming computer program Leadership and Management object-oriented programming computer-science software-development
Create a Google Ads Search Campaign,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/create-a-google-ads-search-campaign,matching Strategy tracking budget online advertising project marketing strategy conversion tracking Accounting group key business marketing
Capstone: Create your own professional journalistic portfolio,Michigan State University,Advanced,4.7,https://www.coursera.org/learn/become-a-journalist-capstone,sources Journalism i-deas digital journalism opinion Writing evolution ethics personal advertisement multimedia arts-and-humanities music-and-art
Foundations of marketing analytics,ESSEC Business School,Intermediate,4.5,https://www.coursera.org/learn/foundations-marketing-analytics,predictive analytics analytics market (economics) Stochastic Matrix Market Analysis customer lifetime value Marketing market segmentation Data Analysis analysis business marketing
Queering the Schoolhouse: LGBTQ+ Inclusion for Educators,University of Colorado System,Advanced,4.9,https://www.coursera.org/learn/queeringtheschoolhouse,materials General Statistics experience justice lgbt lesbian education Criminal Justice sexuality Planning social-sciences education
Water Supply and Sanitation Policy in Developing Countries Part 2: Developing Effective Interventions,University of Manchester,Beginner,4.5,https://www.coursera.org/learn/water-part-2,subsidy school social worker water pricing 2.5d water supply utility consumer sovereignty global sanitation prosocial behavior social-sciences governance-and-society
